GOid	Genes
GO:0048523	['ABCC2', 'ADAM15', 'ADAMTS5', 'ADGRG1', 'ADGRV1', 'AGER', 'AIF1', 'AKR1A1', 'ALPK2', 'ANGPTL4', 'ANXA1', 'ARHGAP45', 'ARHGEF15', 'ARHGEF18', 'ATAD5', 'ATG9A', 'ATP13A2', 'ATR', 'BBS2', 'BCL2L10', 'CASP7', 'CC2D1A', 'CCAR2', 'CCN6', 'CD27', 'CDH2', 'CENPF', 'CHD3', 'CHD4', 'CHRD', 'CLNK', 'CNOT2', 'CPEB4', 'CUL1', 'DCAF12', 'DDIAS', 'DIS3L', 'DLG5', 'DOCK8', 'EGLN1', 'EHMT2', 'EIF2AK1', 'EIF2AK2', 'EIF2AK4', 'ELF1', 'ELOB', 'EML2', 'ETAA1', 'EZR', 'FAM76B', 'FBXO38', 'FBXO7', 'FOXM1', 'FUT1', 'GAK', 'GCKR', 'GIT1', 'GLCE', 'GLI1', 'GLIS3', 'GSKIP', 'H1-2', 'H1-6', 'HASPIN', 'HDAC7', 'HFE', 'HHEX', 'HIC1', 'HLX', 'HR', 'HTT', 'ID3', 'IFNK', 'IGDCC4', 'IL2RB', 'IL4R', 'ITGB3', 'KLHL40', 'LBR', 'LILRA4', 'LNPEP', 'LONP1', 'LTBP3', 'LTF', 'MAF1', 'MALRD1', 'MAX', 'MCPH1', 'MEF2A', 'MITF', 'MLH1', 'MMP14', 'MORN3', 'MYC', 'NDC80', 'NEK11', 'NIBAN1', 'NUF2', 'NUP153', 'OPRD1', 'OPRM1', 'OVOL2', 'PADI2', 'PARP1', 'PARP10', 'PARP14', 'PASK', 'PBK', 'PDE3A', 'PDE4A', 'PDE5A', 'PELO', 'PHIP', 'PI16', 'PKMYT1', 'PLCB3', 'PML', 'PPP1R15A', 'PRKDC', 'PTPN22', 'QSOX1', 'RAG1', 'REST', 'RFWD3', 'RIN3', 'RNF213', 'RNF43', 'RTEL1', 'RYR3', 'SAMSN1', 'SEMA6A', 'SESN1', 'SETDB2', 'SH3RF2', 'SIGLEC1', 'SIRPG', 'SKAP2', 'SLC24A1', 'SLC4A2', 'SLFN14', 'SLIT2', 'SMARCAD1', 'SMG6', 'SMPDL3B', 'SNCA', 'SNIP1', 'SORCS2', 'SPHK1', 'SPINK5', 'SPTB', 'STAT1', 'STN1', 'STX1B', 'SZT2', 'TAOK3', 'TASOR2', 'TBC1D4', 'TBL1XR1', 'TEK', 'TES', 'TET1', 'THRA', 'TICRR', 'TLR6', 'TMPRSS6', 'TRAF3IP2', 'TRAP1', 'TSPO', 'TTLL12', 'UBASH3A', 'UBQLN4', 'VCP', 'VPS13C', 'WNK1', 'WWC2', 'XAF1', 'YME1L1', 'ZDHHC4', 'ZGLP1', 'ZHX3', 'ZNF134', 'ZNF587B', 'ZNF592', 'ZNF732']
GO:0006811	['ABCC2', 'ANO7', 'ANO9', 'ATP10A', 'ATP13A2', 'ATP6V0A2', 'ATP6V0A4', 'CACNG1', 'CASR', 'CLCN6', 'GABRR2', 'HFE', 'KCNE4', 'KCNG4', 'LRRC8C', 'LTF', 'OPRM1', 'OTOP3', 'PANX1', 'PLCB3', 'RYR3', 'SCN5A', 'SLC12A7', 'SLC18B1', 'SLC24A1', 'SLC25A37', 'SLC2A9', 'SLC4A2', 'SLC5A6', 'SLC6A13', 'SLC6A5', 'SLC8A2', 'TF', 'TMCO3', 'TRPM1', 'TSPO', 'WNK1']
GO:0010232	['ABCC2', 'AGER', 'SLC5A6', 'SLC6A13', 'SLC8A2']
GO:0033015	['ABCC2', 'BLVRA', 'SLCO1B1']
GO:0046149	['ABCC2', 'BLVRA', 'SLCO1B1']
GO:0010558	['ABCC2', 'AGER', 'ANXA1', 'ATG9A', 'BBS2', 'CASP7', 'CC2D1A', 'CCAR2', 'CENPF', 'CHD3', 'CHD4', 'CNOT2', 'CPEB4', 'DCAF12', 'DIS3L', 'EHMT2', 'EIF2AK1', 'EIF2AK2', 'EIF2AK4', 'ELOB', 'EZR', 'FOXM1', 'GIT1', 'GLIS3', 'H1-2', 'HDAC7', 'HFE', 'HHEX', 'HIC1', 'HR', 'ID3', 'LBR', 'LILRA4', 'LTF', 'MAF1', 'MAX', 'MCPH1', 'MEF2A', 'MITF', 'MLH1', 'MYC', 'OPRD1', 'OVOL2', 'PARP1', 'PARP10', 'PARP14', 'PASK', 'PELO', 'PML', 'PTPN22', 'REST', 'SETDB2', 'SIGLEC1', 'SLFN14', 'SMARCAD1', 'SMG6', 'SNCA', 'SNIP1', 'SPINK5', 'STAT1', 'STN1', 'TASOR2', 'TBL1XR1', 'TET1', 'THRA', 'TLR6', 'TMPRSS6', 'TSPO', 'WWC2', 'XAF1', 'ZGLP1', 'ZHX3', 'ZNF134', 'ZNF587B', 'ZNF732']
GO:0006778	['ABCC2', 'BLVRA', 'EIF2AK1', 'FECH', 'SLCO1B1', 'TSPO']
GO:0010468	['ABCC2', 'AGER', 'AIF1', 'ANXA1', 'ARHGEF11', 'ATAD5', 'ATG9A', 'ATP13A2', 'BBS2', 'BRD8', 'BTNL8', 'C3', 'CALCOCO1', 'CAMTA2', 'CASP7', 'CASR', 'CC2D1A', 'CCAR2', 'CENPF', 'CHD3', 'CHD4', 'CLNK', 'CNOT2', 'CPEB4', 'CTCFL', 'CWH43', 'CYBA', 'DCAF12', 'DIDO1', 'DIS3L', 'DMRT3', 'EGLN1', 'EHMT2', 'EIF2AK1', 'EIF2AK2', 'EIF2AK4', 'EIF2B5', 'ELF1', 'ELOB', 'ERCC2', 'EZR', 'FAM76B', 'FASTKD3', 'FCER2', 'FGFR4', 'FOXM1', 'GEMIN5', 'GIT1', 'GLI1', 'GLIS3', 'GON4L', 'H1-2', 'HDAC7', 'HEATR1', 'HFE', 'HHEX', 'HHLA2', 'HIC1', 'HLX', 'HNRNPH1', 'HR', 'ID3', 'IFIH1', 'IFNK', 'IL12RB1', 'IL27', 'IL34', 'IL4R', 'ITGA8', 'ITGB3', 'KANSL1', 'KLKB1', 'LACC1', 'LBR', 'LILRA4', 'LTF', 'MAF1', 'MAST2', 'MAVS', 'MAX', 'MC3R', 'MCPH1', 'MEF2A', 'MITF', 'MLH1', 'MMP14', 'MSANTD1', 'MTF1', 'MUSK', 'MYBL2', 'MYC', 'NCOA3', 'NIBAN1', 'NOD1', 'ODAM', 'OPRD1', 'OVOL2', 'PADI2', 'PANX1', 'PARP1', 'PARP10', 'PARP14', 'PASK', 'PELO', 'PGBD1', 'PHIP', 'PLA2R1', 'PML', 'PPP1R15A', 'PRKDC', 'PTPN22', 'RAG1', 'REST', 'SEC14L2', 'SETDB2', 'SIGLEC1', 'SLFN14', 'SMARCAD1', 'SMG6', 'SNCA', 'SNIP1', 'SP110', 'SPHK1', 'SPINK5', 'STAT1', 'STK36', 'TASOR2', 'TBL1XR1', 'TEAD4', 'TET1', 'TET2', 'THRA', 'TLR6', 'TMPRSS6', 'TRAF3IP2', 'TRAF3IP3', 'TRAP1', 'TRIM25', 'TSPO', 'UBASH3A', 'WNK1', 'WWC2', 'XAF1', 'ZBTB22', 'ZC3HAV1', 'ZFPL1', 'ZGLP1', 'ZHX3', 'ZKSCAN7', 'ZNF101', 'ZNF134', 'ZNF169', 'ZNF264', 'ZNF276', 'ZNF320', 'ZNF335', 'ZNF470', 'ZNF587B', 'ZNF592', 'ZNF732', 'ZNF749', 'ZSCAN32']
GO:0042440	['ABCC2', 'BLVRA', 'FECH', 'SLCO1B1', 'TSPO']
GO:0033013	['ABCC2', 'BLVRA', 'EIF2AK1', 'FECH', 'SLCO1B1', 'TSPO']
GO:0098856	['ABCG5']
GO:0015918	['ABCG5', 'SCARB1']
GO:0051239	['ABCG5', 'ADAM7', 'ADAMTS5', 'ADGRG1', 'ADGRG6', 'ADGRV1', 'AGER', 'AIF1', 'ALPK2', 'ANGPTL4', 'ANXA1', 'ATAD5', 'ATG9A', 'BBS2', 'BMP2K', 'BST1', 'BTNL8', 'C3', 'CACNG1', 'CASR', 'CC2D1A', 'CCN6', 'CD27', 'CEMIP2', 'CLNK', 'CNOT2', 'CYBA', 'DHX37', 'DLG5', 'DOCK4', 'DOCK5', 'DOCK8', 'EGLN1', 'EIF2AK2', 'EIF2AK4', 'ELF1', 'ENAM', 'EPHB3', 'ERAP1', 'EZR', 'FAM76B', 'FBXO38', 'FBXO7', 'FLT3LG', 'FUT1', 'GHRHR', 'GIT1', 'GLI1', 'GP6', 'HDAC7', 'HFE', 'HHEX', 'HHLA2', 'HLA-DMA', 'HLX', 'IFIH1', 'IGDCC4', 'IL12RB1', 'IL27', 'IL34', 'IL4R', 'ITGB3', 'KCNE4', 'KLKB1', 'LACC1', 'LILRA4', 'LNPEP', 'LTBP3', 'LTF', 'MACF1', 'MAST2', 'MAVS', 'MC3R', 'MEF2A', 'MITF', 'MLH1', 'MMP14', 'MYC', 'NCOA3', 'NOD1', 'NOS1AP', 'OPRM1', 'OVOL2', 'PANX1', 'PARP1', 'PASK', 'PDE3A', 'PI16', 'PLA2R1', 'PML', 'PRKDC', 'PTPN22', 'RAG1', 'REST', 'SAMSN1', 'SCN5A', 'SELP', 'SEMA6A', 'SIGLEC1', 'SIRPG', 'SLC4A2', 'SLC8A2', 'SLIT2', 'SNCA', 'SPHK1', 'SPINK5', 'ST3GAL4', 'STAT1', 'STX1B', 'TEAD4', 'TEK', 'TET1', 'THRA', 'TLR6', 'TMEM25', 'TMPRSS12', 'TNFSF14', 'TRAF3IP3', 'TSPO', 'UBASH3A', 'WNK1', 'WWC2', 'XAF1', 'ZC3HAV1', 'ZFYVE27', 'ZNF134', 'ZNF335']
GO:1904479	['ABCG5']
GO:0009628	['ABCG5', 'ADAM15', 'ADGRV1', 'AGER', 'ANGPTL4', 'ATP6V0A2', 'ATR', 'BACE1', 'CASP5', 'CASP7', 'CASR', 'CCAR2', 'CDH2', 'CLCN6', 'COPS3', 'CPEB4', 'CYBA', 'EGLN1', 'EIF2AK4', 'EIF2B5', 'ERCC2', 'EYS', 'FECH', 'HYAL3', 'ITGB3', 'LONP1', 'LRRC8C', 'MMP14', 'MTHFR', 'MYC', 'OPRD1', 'PARP1', 'PBK', 'PML', 'PPL', 'PRKDC', 'RAG1', 'REST', 'RFWD3', 'SCRN3', 'SERPINB6', 'SLC24A1', 'STAT1', 'TBL2', 'TEK', 'THRA', 'TICRR', 'TNFSF14', 'TRPM1', 'TSPO', 'VCP', 'WNK1', 'XRCC4']
GO:1904729	['ABCG5']
GO:0030301	['ABCG5', 'SCARB1']
GO:1904730	['ABCG5']
GO:0009314	['ABCG5', 'ATR', 'CASP7', 'CCAR2', 'COPS3', 'CYBA', 'EIF2AK4', 'ERCC2', 'EYS', 'FECH', 'HYAL3', 'MYC', 'PARP1', 'PBK', 'PML', 'PRKDC', 'RAG1', 'RFWD3', 'SLC24A1', 'TICRR', 'TRPM1', 'XRCC4']
GO:0051241	['ABCG5', 'ADAMTS5', 'AGER', 'ALPK2', 'ANGPTL4', 'ANXA1', 'ATG9A', 'BBS2', 'CCN6', 'CLNK', 'DLG5', 'DOCK4', 'DOCK5', 'EZR', 'FAM76B', 'FBXO38', 'FBXO7', 'GIT1', 'HDAC7', 'HFE', 'HHEX', 'HLX', 'IGDCC4', 'IL4R', 'ITGB3', 'KLKB1', 'LILRA4', 'LNPEP', 'LTBP3', 'LTF', 'MYC', 'OVOL2', 'PARP1', 'PI16', 'PML', 'PTPN22', 'REST', 'SAMSN1', 'SEMA6A', 'SIGLEC1', 'SLC4A2', 'SPINK5', 'STAT1', 'TEK', 'TET1', 'TLR6', 'TSPO', 'WNK1', 'WWC2', 'XAF1']
GO:0055090	['ABCG5', 'ANGPTL4', 'GCKR', 'SCARB1']
GO:0042221	['ABCG5', 'ADAM15', 'ADGRV1', 'AGER', 'AIF1', 'AKAP7', 'AKR1C4', 'ANXA1', 'ATP13A2', 'ATP6V0A2', 'ATR', 'BACE1', 'BBS2', 'BLVRA', 'BRD8', 'CASP7', 'CASR', 'CD27', 'CD68', 'CDA', 'CENPF', 'COL4A1', 'CPEB4', 'CUL1', 'CYBA', 'DENND4C', 'DERL1', 'DOCK8', 'EGLN1', 'EHMT2', 'EIF2AK2', 'EIF2B5', 'EZR', 'F5', 'FAT1', 'FECH', 'FLT3', 'FUT1', 'GCKR', 'GHRHR', 'GIT1', 'GPRIN3', 'HFE', 'HYAL3', 'ID3', 'IFIH1', 'IFNK', 'IFT88', 'IL12RB1', 'IL1F10', 'ITGB3', 'LONP1', 'LRRC8C', 'MAPDA', 'MAVS', 'MEF2A', 'MMP14', 'MTF1', 'MTHFR', 'MYBL2', 'MYC', 'MYLK3', 'NCOA3', 'NME8', 'NOD1', 'OPRD1', 'OPRM1', 'PADI2', 'PANX1', 'PARP1', 'PDE3A', 'PDE4A', 'PML', 'PRKDC', 'PTPN22', 'REST', 'RYR3', 'SCARB1', 'SCN5A', 'SELE', 'SELP', 'SERPINB6', 'SESN1', 'SLC12A7', 'SLFN14', 'SLIT2', 'SNCA', 'SPHK1', 'STAT1', 'TBC1D4', 'TBL2', 'TET1', 'TF', 'TLR6', 'TRAF3IP2', 'TRIM25', 'TRIM41', 'TSPO', 'VCP', 'VPS13C', 'VRK2', 'WNK1', 'XAF1', 'XRCC4']
GO:0050892	['ABCG5', 'EZR', 'SCARB1']
GO:0030300	['ABCG5']
GO:1904478	['ABCG5']
GO:0014823	['ABCG5']
GO:0044057	['ABCG5', 'AGER', 'CACNG1', 'CASR', 'CC2D1A', 'DOCK4', 'DOCK5', 'KCNE4', 'MC3R', 'MEF2A', 'NOS1AP', 'PARP1', 'PI16', 'SCN5A', 'SLC8A2', 'SPHK1', 'STX1B', 'THRA', 'TMEM25', 'TSPO', 'WNK1']
GO:0044058	['ABCG5', 'WNK1']
GO:0060457	['ABCG5', 'WNK1']
GO:0050896	['ABCG5', 'ADAM15', 'ADAMTS4', 'ADAMTS5', 'ADGRV1', 'AGER', 'AIF1', 'AKAP7', 'AKR1C4', 'ANGPTL4', 'ANXA1', 'APOL3', 'ATAD5', 'ATG9A', 'ATP13A2', 'ATP6V0A2', 'ATR', 'BACE1', 'BBS2', 'BCL2L10', 'BLVRA', 'BPIFB3', 'BRD8', 'BST1', 'BTNL8', 'C3', 'CAMTA2', 'CASP5', 'CASP7', 'CASR', 'CCAR2', 'CCR6', 'CD27', 'CD68', 'CDA', 'CDH2', 'CENPF', 'CFB', 'CFHR5', 'CHAF1A', 'CHD4', 'CLCN6', 'CLEC4F', 'COL4A1', 'COPS3', 'CPEB4', 'CRISP3', 'CUL1', 'CYBA', 'DDX60', 'DDX60L', 'DENND4C', 'DERL1', 'DOCK8', 'EGLN1', 'EHMT2', 'EIF2AK1', 'EIF2AK2', 'EIF2AK4', 'EIF2B5', 'ENDOD1', 'ERAP1', 'ERCC2', 'ETAA1', 'EXO1', 'EYS', 'EZR', 'F5', 'FAN1', 'FAT1', 'FBXO38', 'FCER2', 'FCRL5', 'FECH', 'FLT3', 'FOXM1', 'FUT1', 'GCKR', 'GDPGP1', 'GHRHR', 'GIT1', 'GLI1', 'GNL1', 'GPRIN3', 'HERPUD2', 'HFE', 'HIC1', 'HLA-DMA', 'HYAL3', 'ID3', 'IFI44L', 'IFIH1', 'IFNK', 'IFT88', 'IL12RB1', 'IL1F10', 'IL27', 'IL2RB', 'IL3', 'IL34', 'IL4R', 'ITGB3', 'KLKB1', 'LACC1', 'LILRA4', 'LONP1', 'LRRC8C', 'LTF', 'MACF1', 'MAPDA', 'MARCHF8', 'MAVS', 'MEF2A', 'MEP1B', 'MLH1', 'MMP14', 'MST1R', 'MTF1', 'MTHFR', 'MYBL2', 'MYC', 'MYH13', 'MYLK3', 'NCOA3', 'NCR1', 'NCR3', 'NEK11', 'NIBAN1', 'NME8', 'NOD1', 'ODAM', 'OPRD1', 'OPRM1', 'OR10P1', 'OR2AG2', 'OR2G2', 'OR52B6', 'OR5B12', 'OR5M11', 'OR6N1', 'OR7A10', 'OR7G2', 'PADI2', 'PADI4', 'PANX1', 'PARP1', 'PARP10', 'PARP14', 'PBK', 'PDE3A', 'PDE4A', 'PKHD1L1', 'PML', 'POLI', 'POLR3E', 'PPL', 'PPP1R15A', 'PRKDC', 'PTPN22', 'RAG1', 'REST', 'RFWD3', 'RNF213', 'RPA1', 'RTEL1', 'RYR3', 'SAMD9', 'SCARB1', 'SCN5A', 'SCRN3', 'SELE', 'SELP', 'SEMA6A', 'SERPINB6', 'SESN1', 'SGK2', 'SHARPIN', 'SIGLEC1', 'SLC12A7', 'SLC24A1', 'SLC8A2', 'SLF1', 'SLFN14', 'SLIT2', 'SMARCAD1', 'SMPDL3B', 'SNCA', 'SPHK1', 'SPRR3', 'STAB2', 'STAT1', 'SZT2', 'TAOK3', 'TBC1D4', 'TBC1D5', 'TBL1XR1', 'TBL2', 'TEK', 'TET1', 'TF', 'THRA', 'TICRR', 'TLR6', 'TNFSF14', 'TRAF3IP2', 'TRIM25', 'TRIM41', 'TRPM1', 'TSPO', 'TTLL12', 'UBQLN4', 'VCP', 'VPS13C', 'VRK2', 'WNK1', 'XAF1', 'XRCC4', 'YME1L1', 'ZC3HAV1', 'ZDHHC4']
GO:0022600	['ABCG5', 'EZR', 'SCARB1']
GO:0031667	['ABCG5', 'BLVRA', 'CASR', 'CD68', 'CPEB4', 'CUL1', 'EHMT2', 'EIF2AK1', 'EIF2AK2', 'EIF2AK4', 'F5', 'HFE', 'MTHFR', 'MYH13', 'SESN1', 'STAT1', 'SZT2', 'TBC1D5', 'TBL1XR1', 'TBL2', 'TRIM25', 'TSPO', 'YME1L1']
GO:0019395	['ACAD11', 'ACADS', 'ACOX3', 'ACOXL', 'CYP4V2', 'DECR2', 'ECHS1', 'ETFA']
GO:0016042	['ACAD11', 'ACADS', 'ACOX3', 'ACOXL', 'DECR2', 'ECHS1', 'ETFA', 'PLBD1', 'PNPLA1', 'SCARB1', 'SMPDL3B', 'SPHK1']
GO:0046395	['ACAD11', 'ACADS', 'ACOX3', 'ACOXL', 'AKR1A1', 'ALDH5A1', 'DECR2', 'ECHS1', 'ETFA']
GO:0006635	['ACAD11', 'ACADS', 'ACOX3', 'ACOXL', 'DECR2', 'ETFA']
GO:0009062	['ACAD11', 'ACADS', 'ACOX3', 'ACOXL', 'DECR2', 'ECHS1', 'ETFA']
GO:0006631	['ACAD11', 'ACADS', 'ACOX3', 'ACOXL', 'ACSL5', 'ACSM5', 'AKR1C4', 'CYP4V2', 'DECR2', 'ECHS1', 'ETFA']
GO:0016054	['ACAD11', 'ACADS', 'ACOX3', 'ACOXL', 'AKR1A1', 'ALDH5A1', 'DECR2', 'ECHS1', 'ETFA']
GO:0030258	['ACAD11', 'ACADS', 'ACOX3', 'ACOXL', 'BLVRA', 'CYP4V2', 'DECR2', 'DGKH', 'ECHS1', 'ETFA', 'MTMR6', 'RNF213']
GO:0034440	['ACAD11', 'ACADS', 'ACOX3', 'ACOXL', 'CYP4V2', 'DECR2', 'ECHS1', 'ETFA']
GO:0072329	['ACAD11', 'ACADS', 'ACOX3', 'ACOXL', 'AKR1A1', 'DECR2', 'ECHS1', 'ETFA']
GO:0044282	['ACAD11', 'ACADS', 'ACOX3', 'ACOXL', 'AKR1A1', 'ALDH5A1', 'DECR2', 'ECHS1', 'ETFA', 'FUT1', 'FUT2', 'MAPDA', 'SCARB1']
GO:0019626	['ACADS']
GO:0019605	['ACADS']
GO:0046459	['ACADS']
GO:0033036	['ACAP1', 'AGAP1', 'AGER', 'AKAP7', 'ARHGEF18', 'ATG9A', 'ATP13A2', 'ATR', 'BBS2', 'CCDC14', 'CDH2', 'CENPF', 'COG7', 'CTCFL', 'CWH43', 'DENND4C', 'DERL1', 'DLG5', 'DNAH11', 'EIF2AK1', 'EXOC3L4', 'EXPH5', 'EZR', 'GAK', 'GCKR', 'GIT1', 'GOSR2', 'HASPIN', 'HEATR1', 'HFE', 'HHEX', 'IFT140', 'KDELR3', 'KIAA0753', 'MACF1', 'MAVS', 'MCPH1', 'MPP7', 'MUSK', 'MYO7A', 'NACAD', 'NPHS1', 'NUP153', 'PALM2AKAP2', 'PARD3B', 'PARP1', 'PML', 'PPP1R15A', 'PRICKLE2', 'PRKDC', 'RAPGEF6', 'RPA1', 'SLF1', 'SORCS2', 'SPAG17', 'STX1B', 'SYTL1', 'SZT2', 'TBC1D32', 'TBC1D5', 'TRAF3IP2', 'VCP', 'VLDLR', 'VPS13C', 'VPS35L', 'VPS8', 'XPO4', 'XRCC4', 'ZDHHC4', 'ZFYVE27']
GO:0008104	['ACAP1', 'AGAP1', 'AGER', 'ARHGEF18', 'ATG9A', 'ATP13A2', 'ATR', 'BBS2', 'CCDC14', 'CDH2', 'CENPF', 'COG7', 'CTCFL', 'CWH43', 'DENND4C', 'DERL1', 'DLG5', 'DNAH11', 'EIF2AK1', 'EXPH5', 'EZR', 'GAK', 'GCKR', 'GIT1', 'GOSR2', 'HASPIN', 'HEATR1', 'HFE', 'HHEX', 'IFT140', 'KDELR3', 'KIAA0753', 'MACF1', 'MAVS', 'MCPH1', 'MPP7', 'MUSK', 'MYO7A', 'NACAD', 'NPHS1', 'NUP153', 'PARP1', 'PML', 'PPP1R15A', 'PRICKLE2', 'PRKDC', 'RAPGEF6', 'RPA1', 'SLF1', 'SORCS2', 'SPAG17', 'STX1B', 'SYTL1', 'SZT2', 'TBC1D32', 'TBC1D5', 'TRAF3IP2', 'VCP', 'VLDLR', 'VPS13C', 'VPS35L', 'VPS8', 'XPO4', 'XRCC4', 'ZDHHC4', 'ZFYVE27']
GO:0045184	['ACAP1', 'AGAP1', 'BBS2', 'CD68', 'CENPF', 'COG7', 'CTCFL', 'CWH43', 'DENND4C', 'DERL1', 'EXPH5', 'FBXO7', 'GCKR', 'GOSR2', 'HFE', 'KDELR3', 'MACF1', 'MYO7A', 'NACAD', 'NUP153', 'PML', 'SORCS2', 'SPAG17', 'STX1B', 'SYTL1', 'TBC1D5', 'TRAF3IP2', 'TSPO', 'VCP', 'VLDLR', 'VPS13C', 'VPS35L', 'VPS8', 'WNK1', 'XPO4', 'ZDHHC4', 'ZDHHC6']
GO:0019637	['ACOT6', 'ACSL5', 'ACSM5', 'AKR1A1', 'CDA', 'CEPT1', 'CWH43', 'DGKH', 'FBP2', 'GMPR2', 'HKDC1', 'IDI2', 'MAPDA', 'MOCOS', 'MTMR6', 'PARP1', 'PARP10', 'PDE4A', 'PDE5A', 'PLBD1', 'PLCB3', 'SMPDL3B', 'SNCA', 'TMEM86B', 'VCP', 'XPO4']
GO:0006796	['ACOT6', 'ACSL5', 'ACSM5', 'AKR1A1', 'CDA', 'CEPT1', 'CWH43', 'DGKH', 'EIF2AK1', 'EIF2AK2', 'EIF2AK4', 'EPHB3', 'FBP2', 'FGFR4', 'FLT3', 'GMPR2', 'HASPIN', 'HKDC1', 'IDI2', 'MAPDA', 'MAST2', 'MOCOS', 'MTMR6', 'NEK11', 'PARP1', 'PARP10', 'PASK', 'PDE4A', 'PDE5A', 'PLBD1', 'PLCB3', 'PRKDC', 'PTPN22', 'PTPRH', 'SGK2', 'SMPDL3B', 'SNCA', 'STK17A', 'STK36', 'TAOK3', 'TMEM86B', 'TNK1', 'TP53RK', 'VCP', 'VRK2', 'WNK1', 'XPO4']
GO:0006753	['ACOT6', 'ACSL5', 'ACSM5', 'CDA', 'GMPR2', 'HKDC1', 'MAPDA', 'PARP1', 'PARP10', 'PDE4A', 'PDE5A', 'VCP', 'XPO4']
GO:0006793	['ACOT6', 'ACSL5', 'ACSM5', 'ACYP2', 'AKR1A1', 'CDA', 'CEPT1', 'CWH43', 'DGKH', 'EIF2AK1', 'EIF2AK2', 'EIF2AK4', 'EPHB3', 'FBP2', 'FGFR4', 'FLT3', 'GMPR2', 'HASPIN', 'HKDC1', 'IDI2', 'MAPDA', 'MAST2', 'MOCOS', 'MTMR6', 'NEK11', 'PARP1', 'PARP10', 'PASK', 'PDE4A', 'PDE5A', 'PLBD1', 'PLCB3', 'PRKDC', 'PTPN22', 'PTPRH', 'SGK2', 'SMPDL3B', 'SNCA', 'STK17A', 'STK36', 'TAOK3', 'TMEM86B', 'TNK1', 'TP53RK', 'VCP', 'VRK2', 'WNK1', 'XPO4']
GO:0055086	['ACOT6', 'ACSL5', 'ACSM5', 'CDA', 'GMPR2', 'HKDC1', 'MAPDA', 'PARP1', 'PARP10', 'PDE4A', 'PDE5A', 'VCP', 'XPO4']
GO:0072521	['ACOT6', 'ACSL5', 'ACSM5', 'GCKR', 'GMPR2', 'HKDC1', 'MAPDA', 'PARP1', 'PARP10', 'PDE4A', 'PDE5A', 'SLC2A9', 'VCP', 'XPO4']
GO:0043603	['ACOT6', 'ACSL5', 'ACSM5', 'BACE1', 'CASP7', 'CERS4', 'GSTA2', 'OPLAH', 'PNPLA1', 'SLC25A32', 'SLC5A6', 'SMPDL3B', 'SNCA']
GO:0006139	['ACOT6', 'ACSL5', 'ACSM5', 'AGER', 'ATAD5', 'ATR', 'BRF1', 'BYSL', 'CCAR2', 'CCR6', 'CDA', 'CENPF', 'CHAF1A', 'CHD4', 'CNOT2', 'DALRD3', 'DHX37', 'DIDO1', 'DIS3L', 'ELOB', 'ERCC2', 'ETAA1', 'EXO1', 'FAN1', 'FBXO24', 'FOXM1', 'GATC', 'GEMIN5', 'GLIS3', 'GMPR2', 'GTF3C2', 'HEATR1', 'HKDC1', 'HNRNPH1', 'IFIH1', 'IHO1', 'IMP4', 'KRR1', 'LONP1', 'MAPDA', 'MAVS', 'MEF2A', 'MLH1', 'MPHOSPH6', 'MTF1', 'MYC', 'NME8', 'NOP2', 'PARP1', 'PARP10', 'PDE4A', 'PDE5A', 'PELO', 'POLI', 'POLR3E', 'PRIM1', 'PRKDC', 'RAG1', 'RFWD3', 'RPA1', 'RTEL1', 'SLF1', 'SLFN12', 'SLFN14', 'SMARCAD1', 'SMG6', 'SNIP1', 'SPHK1', 'STN1', 'TAF1B', 'TAOK3', 'TEAD4', 'THADA', 'THRA', 'TICRR', 'TOP1MT', 'TP53RK', 'TRIM25', 'TSEN54', 'UBQLN4', 'UTP6', 'VCP', 'WDR12', 'XPO4', 'XRCC4']
GO:0006790	['ACOT6', 'ACSL5', 'ACSM5', 'AKR1A1', 'GSTA2', 'MTHFR', 'OPLAH', 'SLC5A6', 'SNCA']
GO:0035383	['ACOT6', 'ACSL5', 'ACSM5']
GO:1901568	['ACSL5']
GO:0072522	['ACSL5', 'MAPDA', 'PARP10']
GO:0034762	['ACSL5', 'AKAP7', 'C3', 'CACNG1', 'CYBA', 'HTT', 'ITGB3', 'KCNG4', 'MEF2A', 'NOS1AP', 'OPRM1', 'PML', 'SCN5A', 'SNCA', 'WNK1']
